genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
pop,0.263629484,0.629311322,219246.8663,0.618522163,0.023894624,0.171737576,-6.866720716,0.087476199,119.8700327,0.486683114,59.69112709,7,1
pop argentino,0.102258974,0.695679487,210106.9077,0.701723077,0.001903438,0.269323077,-6.614451282,0.054020256,106.4557974,0.530951282,64.25384615,9,1
pop catracho,0.215,0.875,343891,0.639333333,9.42E-05,0.1586,-13.122,0.068566667,127.802,0.942333333,48.33333333,3,1
pop chileno,0.417222222,0.464666667,241200.1111,0.493111111,5.35E-06,0.163088889,-8.912111111,0.039688889,137.6896667,0.264,48.55555556,2,0
pop edm,0.109899037,0.609933927,216637.3945,0.750219008,0.064044704,0.184236313,-5.438712876,0.067636961,124.9504059,0.415056878,61.07184806,7,1
pop emo,0.069175714,0.515909689,213213.5159,0.820569515,0.000124103,0.215543667,-4.485463149,0.072985419,130.0237608,0.522940209,50.40563083,6,1
pop folk,0.711270833,0.446119792,258090.4948,0.32425625,0.11125495,0.087300521,-11.44745313,0.032955208,125.5156615,0.188223958,56.83854167,3,1
pop house,0.189632421,0.624588889,237139.5778,0.813161111,0.002904561,0.307793333,-6.694555556,0.147469444,130.5827167,0.568077778,55.32222222,11,0
pop nacional,0.355784286,0.725857143,203056,0.623928571,0.005410528,0.122528571,-7.512714286,0.041578571,121.6517143,0.524714286,66.64285714,11,1
pop peruano,0.258,0.61515,247709.9,0.8211,0.00054525,0.167215,-7.6395,0.055035,140.37585,0.7746,48.65,9,1
pop punk,0.079490846,0.49542541,216177.7116,0.805873269,0.020744738,0.211035779,-5.270187301,0.074661974,132.2531622,0.502158811,49.09442661,1,1
pop quebecois,0.607333333,0.553333333,192600.3333,0.427333333,0.000109333,0.094766667,-7.925666667,0.040733333,127.74,0.407333333,55,9,0
pop rap,0.161067323,0.699207859,231452.9721,0.660914408,0.023213788,0.192455822,-6.551514232,0.163058908,117.6618347,0.533047578,54.69629504,1,1
pop reggaeton,0.404036825,0.686233333,235200.6024,0.699322222,0.000945205,0.165722222,-7.068707937,0.075577222,115.6295333,0.682757937,43.14285714,7,1
pop rock,0.222931561,0.55232385,238152.4674,0.661650923,0.030673651,0.172497833,-7.405319598,0.052365871,122.7728762,0.504762516,50.14138334,7,1
pop romantico,0.47460287,0.520349452,213746.8711,0.505318889,0.007281594,0.219333784,-9.768434515,0.040396144,110.7156454,0.551584705,40.44779407,7,1
pop urbaine,0.585,0.774,195040,0.75,0,0.159,-5.083,0.0891,127.96,0.634,5,4,0
pop violin,0.482879639,0.426276894,224050.2576,0.522605303,0.254167543,0.245802273,-9.815062121,0.048609545,116.3523902,0.406506818,42.14015152,10,1
popgaze,0.3338343,0.75215,269458.65,0.6302,0.1648676,0.15581,-10.515,0.035675,119.23475,0.79495,57.65,10,1
popping,0.184176181,0.710427217,270368.6727,0.69226089,0.027402389,0.261673042,-7.781863169,0.100342272,104.3113973,0.683842777,45.0200272,9,1
popwave,0.116417533,0.561291667,295705.7917,0.653875,0.069870663,0.154204167,-8.733,0.0340125,118.1202917,0.296708333,56.91666667,2,1
porro,0.446333333,0.686166667,232752.75,0.641083333,0.000262,0.213866667,-6.0725,0.097691667,117.8888333,0.876083333,38.66666667,9,0
portland hip hop,0.416138684,0.618710497,355175.7125,0.563735419,0.13156933,0.183536511,-10.33685287,0.179819559,121.8334586,0.367790401,38.41163338,7,1
portland indie,0.515345976,0.625441392,191458.8245,0.571418803,0.432665008,0.123242933,-9.426123168,0.03722793,111.3030421,0.552546245,45.74923687,4,1
portland metal,2.83E-05,0.1855,305793.5,0.911,0.2495,0.227,-4.7425,0.0903,143.274,0.318,50.5,11,1
portsmouth indie,0.6585,0.5435,156266.5,0.432,1.03E-05,0.471,-12.27,0.05745,98.5135,0.7725,23,7,1
portuguese early music,0.978,0.219,219707,0.222,0.000149,0.0837,-16.941,0.039,72.999,0.0632,0,9,1
post-disco,0.189083167,0.701097241,326820.6605,0.617698809,0.088947291,0.146480362,-10.51040654,0.068094416,115.2379504,0.723007148,37.20325655,11,1
post-disco soul,0.128014074,0.75287037,373549.3889,0.671481481,0.051629785,0.124711728,-10.70606173,0.063516667,113.130179,0.820574074,35.29012346,7,0
post-doom metal,1.00E-05,0.389,259680,0.784,0.809,0.313,-11.165,0.0578,124.9553333,0.290333333,37.66666667,4,1
post-grunge,0.087056196,0.487971579,236017.2916,0.790345126,0.060392318,0.189628968,-6.019446214,0.067056141,126.33734,0.45799569,48.00563448,7,1
post-hardcore,0.060883472,0.408095952,219757.1284,0.81332413,0.163801535,0.222842066,-7.3133003,0.086256156,126.7714549,0.416789729,38.8133714,9,1
post-metal,0.033361204,0.442857759,314477.5517,0.68382069,0.731908604,0.274954741,-13.89750431,0.058140086,128.3638621,0.254808621,38.17241379,9,1
post-minimalism,0.946783333,0.439844583,264348.7167,0.215095,0.885775,0.102003333,-23.74099167,0.04027875,113.1766146,0.188385417,43.92708333,7,1
post-post-hardcore,0.149507667,0.4705,239751.6667,0.871,2.18E-05,0.275333333,-4.901833333,0.090416667,121.7348333,0.295333333,48.83333333,8,1
post-punk,0.161644028,0.518453504,233090.0007,0.666500176,0.257662237,0.198298377,-10.24002538,0.073057101,126.7915728,0.561974129,34.01335406,9,1
post-punk argentina,0.275925521,0.595555714,247536.1322,0.545323187,0.059489561,0.181874985,-11.96274832,0.060244934,114.8891224,0.536524842,55.13194139,7,1
post-rock,0.439396019,0.367075607,359337.9555,0.434490908,0.7035899,0.158371655,-13.07358713,0.044164465,109.4893489,0.168514695,44.41743827,2,1
post-romantic era,0.94234947,0.297647105,282436.9423,0.164353695,0.526053682,0.179314455,-19.90475669,0.055599745,98.97642524,0.201466202,9.184761836,2,1
post-screamo,0.019245468,0.450761464,224820.122,0.895190961,0.008724716,0.19384918,-4.266510097,0.087934802,136.8566423,0.383430256,53.30983245,6,1
post-teen pop,0.182401291,0.614448147,213459.1657,0.699423362,0.010957041,0.182877491,-5.77874929,0.080679037,121.8109198,0.535316792,56.93732515,7,1
power metal,0.03880849,0.387445173,273595.0073,0.872920483,0.119617641,0.248756709,-6.241455544,0.075418007,132.3836839,0.372608112,46.79418182,7,1
power pop,0.112119269,0.498232865,214406.4027,0.727237738,0.066985437,0.18947144,-8.86036377,0.05279598,133.9444534,0.624192778,35.65125985,7,1
power thrash,0.001848275,0.34875,311290,0.887,0.03068225,0.198475,-9.28175,0.068375,121.83275,0.18,43.5,11,1
power-pop punk,0.036109408,0.418036404,175942.6632,0.886920175,0.060143759,0.254987939,-6.213444737,0.077447412,149.3791956,0.648339912,37.55438596,7,1
powerviolence,0.097891,0.48525,87896.75,0.821,0.31545,0.3295,-11.2555,0.073075,102.4135,0.47575,28,1,0
praise,0.319609653,0.465461652,348572.9634,0.637771778,0.02868542,0.287517441,-8.812398337,0.098409727,116.7408822,0.449282457,32.77027483,0,1
prepared piano,0.98375,0.504083333,222241.0833,0.092175,0.7495,0.131625,-23.58933333,0.07025,107.50625,0.162191667,3,5,1
preschool children's music,0.455355556,0.723611111,178553.0556,0.536844444,1.17E-05,0.173311111,-10.77411111,0.121866667,117.4936111,0.673055556,38,2,1
prog quebec,0.419,0.399,341254.3333,0.296333333,0.001123467,0.126633333,-17.01466667,0.0354,130.4466667,0.3,40,7,1
progressive alternative,0.707,0.659,209676,0.494,0,0.295,-7.768,0.0238,103.591,0.354,61,0,1
progressive bluegrass,0.534554689,0.537117207,232225.512,0.491854634,0.130720931,0.214962156,-11.46618449,0.058221749,124.048803,0.622822869,38.37427024,7,1
progressive deathcore,3.48E-06,0.161,276107,0.976,0.446,0.0915,-8.428,0.0913,173.229,0.241,31,11,0
progressive electro house,0.067405709,0.616853133,244350.7075,0.802253415,0.119572219,0.196510751,-4.951119964,0.07041159,126.1724421,0.384911259,53.66075131,2,1
progressive groove metal,0.001257086,0.333732955,315491.8231,0.947390625,0.279333951,0.183824542,-5.187504261,0.106271843,123.1560499,0.240380382,48.0999053,2,1
progressive house,0.124472508,0.612812221,235727.606,0.74047303,0.140938876,0.21117923,-6.772198349,0.070771443,125.5512997,0.411554121,54.48321463,11,0
progressive jazz fusion,0.22025486,0.571770292,255973.1221,0.67964237,0.505267145,0.130663231,-9.674938149,0.056658669,128.067639,0.471981818,43.9387987,9,1
progressive metal,0.043053928,0.37921424,317723.5897,0.868680996,0.293018256,0.246129592,-6.193760913,0.079064172,132.7889491,0.348494355,46.0657384,7,1
progressive metalcore,0.087328743,0.497933333,256017.4,0.933333333,0.170297214,0.21848,-5.336533333,0.151713333,122.9132,0.241246667,48.4,1,1
progressive post-hardcore,0.040903641,0.439016453,240199.7829,0.864135073,0.061378744,0.25178518,-5.952641514,0.085670534,130.7582638,0.382412619,44.96187424,11,1
progressive psytrance,0.411,0.577,210867,0.436,0,0.107,-10.988,0.0275,163.928,0.442,39,2,1
progressive rock,0.282695177,0.418897899,344233.5791,0.552769493,0.213622875,0.218074721,-11.7302441,0.05466343,120.0106568,0.41085531,35.39620248,2,1
progressive sludge,2.37E-05,0.304,297682.9444,0.837666667,0.635531111,0.417861111,-7.4685,0.067627778,119.9639444,0.284388889,43,2,1
progressive trance,0.23595152,0.518357143,232812.6349,0.706634921,0.112562668,0.199857143,-8.471,0.083215079,129.186246,0.422615873,46.02380952,7,1
progressive trance house,0.86625,0.40275,187528.5,0.319,0.463615625,0.28225,-18.60875,0.1691,104.92575,0.4103,36.5,3,1
proto-rap,0.368,0.893,357227,0.515,1.40E-06,0.117,-13.463,0.181,99.192,0.556,32,11,0
proto-techno,0.118087646,0.635068561,274691.2006,0.751267045,0.648843166,0.292244811,-8.217433523,0.067712102,126.5016718,0.390940436,31.33712121,8,1
protopunk,0.227382893,0.493107754,204307.7863,0.68469076,0.087889137,0.198935982,-9.528364511,0.064500891,128.7800756,0.634723704,33.73501403,9,1
psybass,0.0369,0.395,329000,0.847,0.637,0.624,-6.62,0.042,138.042,0.208,48,0,1
psychedelic blues-rock,0.102743646,0.447863542,319485.7979,0.657576042,0.108717371,0.225233125,-11.109275,0.066195469,122.2423255,0.522026042,26.28072917,7,1
psychedelic doom,0.0754863,0.28171,364277.1,0.74865,0.610316,0.126395,-8.26545,0.05581,120.91715,0.2711,44.75,8,1
psychedelic folk,0.664342682,0.482953602,232877.0239,0.341280246,0.188741961,0.175210304,-13.85006775,0.042817392,110.823432,0.470531107,31.4554287,7,1
psychedelic folk rock,0.553422222,0.492233333,201048.4444,0.490405556,0.073263442,0.130985556,-9.835316667,0.054776111,137.8914556,0.619738889,35.06111111,8,1
psychedelic hip hop,0.220874301,0.594026706,247317.366,0.642675067,0.099852704,0.261305553,-8.479221027,0.196474806,103.8632931,0.481374459,50.61576426,1,1
psychedelic pop,0.558907066,0.565554531,211102.7924,0.529460266,0.234717292,0.289683692,-8.785322683,0.081983216,109.3801101,0.493533385,39.72309268,11,1
psychedelic punk,0.048421093,0.343428571,270010.5,0.832178571,0.38382907,0.220232143,-7.515285714,0.092346429,133.5868214,0.4495,43.5,8,1
psychedelic rock,0.308225389,0.481231381,241517.894,0.576540834,0.106170832,0.216640902,-10.88012245,0.05737226,121.7755982,0.574746393,32.23554155,9,1
psychedelic trance,0.00371,0.654,440267,0.823,0.431,0.186,-5.768,0.0662,144.995,0.631,45,11,0
psychill,0.167,0.751,197333,0.688,0.00112,0.417,-8.475,0.216,90.07,0.675,60,1,1
psychobilly,0.154015196,0.478817143,198107.8452,0.857124505,0.09626057,0.219469357,-8.193958702,0.073283771,131.0212037,0.642606731,35.23104118,11,1
pub rock,0.188564077,0.52041969,248397.5669,0.666276822,0.049043052,0.175520578,-9.791963313,0.059654508,131.9771607,0.666193257,36.03587711,9,1
puerto rican folk,0.611038961,0.658864827,201176.887,0.627679091,0.018771107,0.110247478,-7.628463528,0.057970887,110.1951085,0.870005844,20.04036797,7,1
puerto rican pop,0.453109483,0.520319395,235663.9611,0.597494416,0.005426317,0.201535585,-7.817511376,0.049054182,112.9029875,0.537581716,53.45941553,1,1
puerto rican rock,0.233006558,0.587785714,301234.6878,0.73657672,2.48E-05,0.422660847,-7.180825397,0.099383333,125.3375767,0.710431217,44.7010582,6,1
punjabi folk,0.9735,0.598954545,191877.3636,0.282954545,0.276657165,0.162054545,-9.766772727,0.1192,102.3721818,0.656954545,0,1,1
punjabi hip hop,0.0353,0.756,210680,0.858,0.000253,0.061,-4.05,0.0584,101.985,0.764,53,1,0
punjabi pop,0.082657619,0.722714286,242775.2381,0.807619048,0.010191752,0.21255,-5.907238095,0.083821429,114.3740238,0.660780952,52.47619048,1,0
punk,0.063717051,0.437351379,190772.8133,0.838857841,0.098528671,0.223894046,-7.416817621,0.084666308,134.5115702,0.566612703,37.73812334,4,1
punk 'n' roll,0.062215762,0.416813834,189302.6595,0.892352635,0.029048314,0.253098432,-6.381121278,0.075948564,138.556663,0.626094928,37.13998682,9,1
punk blues,0.142956816,0.471162454,198978.1293,0.76748818,0.128431581,0.220452736,-7.560655044,0.081243774,130.8104505,0.562191529,39.91423784,9,1
punk rock italiano,0.00502,0.485,163687,0.951,1.96E-06,0.376,-4.119,0.104,103.274,0.374,0,7,1
punta,0.17,0.7805,287159,0.672166667,0.008397083,0.2098,-11.076,0.063383333,114.731,0.817666667,38.66666667,3,1
purple sound,0.598,0.711,199343,0.761,0.127,0.134,-7.267,0.233,160.738,0.526,52,6,1
qawwali,0.3989,0.654,323584,0.359,0.4147825,0.1006,-15.57,0.0749,90.1185,0.442,50,11,1
quatuor a cordes,0.925,0.286,389213,0.0439,0.551,0.147,-24.745,0.042,152.867,0.0932,51,5,1
quebec death metal,1.15E-05,0.232,265587,0.964,0.654,0.297,-8.173,0.122,160.453,0.22,32,1,1
quebec indie,0.2927305,0.547694444,225386.625,0.718847222,0.10511247,0.184888889,-8.0548125,0.052363889,96.10573611,0.407404167,55.85416667,6,1
queens hip hop,0.143542542,0.724149373,243481.8804,0.696326591,0.008100154,0.203855569,-7.504040246,0.264550153,115.89748,0.61477783,43.78236616,1,1
queercore,0.172665833,0.5855,181520.6667,0.905083333,0.275558072,0.161108333,-4.200291667,0.062691667,150.6192917,0.660291667,43.54166667,6,1
quiet storm,0.303642522,0.637246703,287303.0026,0.551989159,0.037830316,0.171332724,-10.2566106,0.064176417,116.0127223,0.617782178,38.63994418,11,1
quran,0.988,0.555,184172,0.304,0.000133,0.223,-9.738,0.407,84.909,0.711,0,2,0
r&b,0.225409649,0.660798146,257093.176,0.589798538,0.015510472,0.169496949,-7.604884556,0.103661409,116.0389634,0.528068745,49.03933487,1,1
r&b en espanol,0.379159167,0.729608333,234520.1667,0.56565,0.001847334,0.158404167,-5.910791667,0.148966667,131.1827,0.524216667,65.14166667,6,0
rabindra sangeet,0.929788513,0.440814466,202962.6863,0.224662082,0.228022321,0.161985134,-14.44072215,0.045760123,101.603203,0.400648366,0.423365926,10,1
radio symphony,0.935721991,0.291808036,345391.7973,0.177015212,0.495378442,0.169541974,-20.45239382,0.048266055,111.0083685,0.180409782,29.31574074,10,1
ragtime,0.901867463,0.584725238,231760.8525,0.314480985,0.482016027,0.218271221,-14.3738253,0.085812465,122.7325248,0.689125866,11.67536994,5,1
rai,0.244,0.72,270200,0.635,5.14E-06,0.119,-5.929,0.0403,93.001,0.484,50,9,0
ranchera,0.565648102,0.584567983,196986.7061,0.431008481,0.033574036,0.195687392,-10.02084868,0.056522475,123.0741514,0.665497116,39.15135074,7,1
rap,0.150575714,0.722337155,240354.8835,0.666648127,0.014343455,0.20950986,-7.347115794,0.208261373,116.1422495,0.553054558,52.57504816,1,1
rap chileno,0.03699,0.7485,197373.5,0.685,0.00025611,0.1866,-6.528,0.05995,100.456,0.7385,58,6,0
rap conciencia,0.330664815,0.663048611,269197.1509,0.696802315,0.030805286,0.300131065,-7.413544444,0.204127778,108.7544481,0.631281019,57.72407407,2,1
rap conscient,0.3963215,0.730935,200149.45,0.68316,1.12E-06,0.150149,-5.83528,0.143752,127.536405,0.60276,32.69,4,1
rap cristiano,0.54320202,0.555474747,246565.5556,0.505686869,0,0.172008081,-7.398636364,0.037134343,128.8342828,0.40210101,49.91919192,7,1
rap dominicano,0.130440794,0.791346032,245655.3556,0.725087302,0.048051367,0.165513016,-7.023079365,0.107376667,106.1114365,0.766684127,62.94444444,7,1
rap espanol,0.56,0.565,233360,0.455,0,0.115,-6.632,0.0346,139.956,0.182,59,4,1
rap kreyol,0.118075627,0.764037333,219990.6,0.714309333,0.120863341,0.1037544,-6.970304,0.1461976,107.72348,0.733146667,47.392,7,1
rap latina,0.261688698,0.744162911,218083.646,0.650335093,0.022413474,0.170209139,-6.879388643,0.141270269,108.5185527,0.578346407,60.20561284,5,1
rap metal,0.043737198,0.495106492,235916.2192,0.884177467,0.100260944,0.224076767,-5.328363979,0.114677451,123.9954233,0.430953883,48.465701,1,1
rap napoletano,0.96975,0.31,237947,0.169125,0.005193125,0.283875,-17.809,0.0432,117.975,0.2155,17.5,10,1
rap rock,0.039053315,0.532654376,230847.2291,0.872320782,0.065889576,0.216211497,-5.138049561,0.101656645,123.4307349,0.48001344,47.66765263,1,1
rare groove,0.319070904,0.555151976,294293.2913,0.637937183,0.342630513,0.180744225,-9.807125633,0.062595441,115.1632862,0.690517933,34.34599797,7,1
rave,0.085455145,0.625007359,309030.4978,0.813688312,0.371925896,0.211828636,-7.95137987,0.107195498,131.052708,0.432790433,48.30108225,11,1
reading,0.774355013,0.476316514,550854.7141,0.265584977,0.017689433,0.23141137,-19.86590596,0.547798722,91.46155013,0.373267251,8.556356488,5,1
reading indie,0.115343503,0.263522727,258010.25,0.724586364,0.387063636,0.244215909,-9.026318182,0.049868182,102.0852045,0.214325,37.36363636,2,1
rebel blues,0.134910305,0.567194444,218534.3214,0.721210317,0.037980324,0.162246561,-5.730271164,0.05842963,113.5092037,0.481260582,60.64550265,2,1
rebetiko,0.958725115,0.535832388,193536.9391,0.373095238,0.322076928,0.194318514,-11.73161761,0.05328926,116.3908978,0.712939836,2.097292667,2,1
recorder,0.954,0.618,229227,0.124,0.546,0.142,-16.883,0.0344,111.114,0.491,37,1,1
red dirt,0.222009038,0.551231398,236057.7613,0.619074195,0.004426025,0.210305533,-6.869715631,0.034407832,119.8631559,0.481787227,46.24169654,7,1
redneck,0.154719624,0.658307509,232785.8758,0.696044691,0.009693079,0.179132167,-6.423248574,0.091409712,124.7261364,0.552860258,51.06048141,7,1
reggae,0.222921557,0.747229604,234544.8127,0.538065319,0.077565093,0.16337966,-9.661540722,0.132410811,116.0382051,0.743706002,41.75352318,7,1
reggae en espanol,0.211770674,0.7310403,260795.0191,0.665889771,0.003337085,0.23028056,-7.083092108,0.099608302,117.627753,0.759520282,54.00436508,6,1
reggae fusion,0.153202291,0.707267086,238096.3672,0.660391044,0.033529346,0.148719195,-7.369775266,0.168087872,122.0680539,0.668469691,48.45510404,7,1
reggae rock,0.198762688,0.72086322,248269.3549,0.582728237,0.024901171,0.162858826,-7.959326051,0.081916481,117.696101,0.678707551,46.59542544,7,1
reggaeton,0.216696473,0.740252495,261022.573,0.72765087,0.024601592,0.211549205,-6.100887753,0.12756036,118.9540229,0.646487471,59.51690662,1,1
reggaeton chileno,0.411,0.876,159132,0.568,0.00274,0.187,-5.755,0.0533,98.027,0.593,74,0,1
reggaeton flow,0.223148513,0.745722264,267150.0075,0.706822401,0.045072034,0.189629118,-5.950447719,0.14423064,123.3597437,0.618142884,62.2694603,1,0
regional mexican,0.363156604,0.680434719,203511.9603,0.618065109,0.015419691,0.156935109,-6.887097845,0.066460871,126.9344088,0.808153626,48.31127198,7,1
regional mexican pop,0.418870773,0.706973901,204969.7008,0.646762886,0.012170763,0.157138878,-5.508040961,0.059724841,126.177586,0.816226141,56.57337501,7,1
relaxative,0.567588889,0.708194444,228809.8889,0.391416667,1.45E-05,0.140038889,-14.03669444,0.053711111,110.9477222,0.365416667,47.55555556,5,1
renaissance,0.874136364,0.336448485,204700.9242,0.137197576,0.645521818,0.145928788,-18.60909091,0.089918182,84.94505303,0.301172727,9.924242424,8,1
retro metal,0.033378571,0.419357143,291926.7857,0.812071429,0.424839857,0.106621429,-6.240214286,0.044642857,128.3214286,0.459571429,46.64285714,1,1
retro soul,0.229895625,0.573227083,255037.575,0.64470625,0.014511826,0.17638125,-8.668483333,0.046262292,127.6008229,0.655772917,46.23958333,7,1
rhode island indie,0.180942981,0.493833333,183311.0333,0.771933333,0.527172563,0.151866667,-8.464733333,0.064023333,120.1471333,0.5291,40.43333333,1,0
rhythm and blues,0.641332619,0.556209389,164350.9502,0.471280697,0.02968721,0.201116189,-10.17733831,0.066530029,121.5689654,0.701511853,29.30162093,7,1
riddim,0.125006032,0.674088889,212576.0794,0.707130159,0.003588472,0.155860317,-6.033946032,0.256146032,121.7732222,0.722825397,44.74285714,1,1
rif,0.602222222,0.491111111,366516.3333,0.535,7.42E-05,0.272655556,-8.749555556,0.042077778,132.25,0.546444444,41.22222222,11,0
riot grrrl,0.082089467,0.482179714,186545.8075,0.840983333,0.245343643,0.156401276,-6.946453381,0.060549767,138.776441,0.647126095,41.13952381,9,1
ritmo kombina,0.251333333,0.845,172747.3333,0.578333333,4.00E-05,0.069533333,-5.927666667,0.111666667,132.154,0.505333333,77.33333333,2,0
rochester mn indie,0.1135969,0.637333333,163698.3333,0.671333333,0.545333863,0.279666667,-6.700666667,0.039333333,117.9136667,0.519133333,62,6,1
rochester ny indie,0.010430667,0.7955,231896.8333,0.678291667,0.019356667,0.112625,-6.509625,0.0419375,113.8842083,0.853291667,56.58333333,6,0
rock,0.161530735,0.499536681,246544.3203,0.706954262,0.089548136,0.210713125,-8.12824255,0.065494996,124.6639412,0.510040783,43.97269854,9,1
rock alternatif francais,0.737,0.672,288747,0.721,0.0383,0.122,-9.655,0.0622,105.225,0.798,37,4,0
rock alternativo brasileiro,0.5785,0.58425,239316.5,0.6685,0.2396625,0.21345,-9.832,0.037525,128.66725,0.78775,39.75,4,1
rock andaluz,0.20182,0.5313,221274.8,0.7791,0.001225,0.3652,-6.9447,0.09981,94.0013,0.7416,50.6,7,1
rock chapin,0.622,0.591,265307,0.672,0,0.112,-3.515,0.0375,139.939,0.267,73,5,1
rock cristiano,0.274825041,0.487737798,351336.5012,0.576265774,0.001045837,0.306144494,-6.968154167,0.035174792,123.8118714,0.268003274,54.4125,11,1
rock drums,0.213078849,0.541633799,308574.4209,0.617007596,0.20081307,0.181302088,-9.839811863,0.05442383,129.7419668,0.583612651,38.30395666,7,1
rock en espanol,0.221992468,0.615236411,249415.6945,0.659311712,0.027340784,0.192695669,-8.193016232,0.058019286,122.4658405,0.611773078,54.26273549,7,1
rock gaucho,0.302679388,0.508475979,224810.4158,0.676920808,0.013343935,0.205678832,-8.299838826,0.127733939,125.8705748,0.59714577,44.06515152,9,1
rock nacional,0.268500675,0.54068088,275968.8962,0.531796313,0.046616509,0.18941908,-11.65661239,0.050847623,115.9556452,0.521609668,51.07321429,7,1
rock nacional brasileiro,0.32893265,0.568521415,233876.4483,0.72750184,0.031491374,0.228211015,-8.311087635,0.124883285,127.5008822,0.67389954,48.54669913,7,1
rock steady,0.387771608,0.749653873,193558.6892,0.496993156,0.140022816,0.153321892,-10.02927445,0.1083556,114.7764183,0.804367932,36.2554018,7,1
rock urbano mexicano,0.17422256,0.510962048,261372.9751,0.699530443,0.028188624,0.170657348,-8.526668766,0.067165843,130.8393765,0.499024919,50.16489018,7,1
rock-and-roll,0.52650156,0.547758059,166108.7273,0.545205663,0.042257373,0.199900654,-9.927847171,0.05882725,120.9644635,0.687092442,31.22901271,7,1
rockabilly,0.514636249,0.547809362,164708.9715,0.600239197,0.050101379,0.200240315,-9.560565438,0.059730038,122.4701412,0.716902294,29.83681805,9,1
rockabilly en espanol,0.608947368,0.478105263,144782.4737,0.708263158,0.000753067,0.307171053,-9.757263158,0.047326316,111.7390789,0.829684211,24.86842105,7,1
roda de samba,0.492,0.68475,167563.25,0.39775,9.45E-06,0.3234,-13.84,0.0734,105.40025,0.64475,42.25,7,1
romanian folk,0.856125,0.374625,253505.125,0.265125,0.710125,0.10505,-12.677,0.0451875,85.178375,0.0893875,45.25,2,1
romanian hip hop,0.487,0.724,212391,0.545666667,0,0.177433333,-6.428666667,0.053233333,94.657,0.884666667,60.66666667,7,1
romanian pop,0.119807407,0.668592593,229375.8519,0.793740741,0.003801037,0.099522222,-4.731148148,0.076614815,121.987,0.549740741,56.11111111,11,1
romanian rock,0.76852956,0.484102137,270072.1872,0.376346968,0.117574206,0.215097553,-13.08882881,0.072914931,115.6756682,0.470417576,11.07021466,7,1
romantico,0.508244444,0.550005556,173617.7167,0.493596667,0.655909952,0.173969167,-11.09480278,0.042501389,111.8163806,0.596694444,29.20555556,0,1
roots americana,0.339751473,0.553415614,241923.7496,0.562970044,0.018183292,0.195944408,-8.35314364,0.039119825,116.4844333,0.543179254,45.47982456,7,1
roots reggae,0.176327799,0.742464623,243748.784,0.564558144,0.067407329,0.153948277,-8.989040495,0.154064551,118.2334398,0.756852756,43.31973394,7,1
roots rock,0.323599761,0.547455949,246279.2403,0.573088297,0.0649068,0.210330794,-10.37625566,0.051950818,121.4225245,0.59888297,38.70305849,7,1
roots worship,0.420568435,0.46103736,285640.7404,0.426675968,0.005376968,0.155154943,-9.822235593,0.031807559,117.5428648,0.291874985,47.30579733,7,1
rosary,0.813186169,0.302711237,213246.1216,0.193936501,0.029055186,0.146997278,-16.23056018,0.035213341,98.92667557,0.309847059,34.85444947,7,1
rumba,0.637693073,0.564143056,257394.6306,0.590375748,0.707623877,0.173318293,-10.97038558,0.049056946,112.676504,0.630081817,41.15455392,2,0
rumba congolaise,0.294,0.535,512400,0.587,0.025,0.136,-13.684,0.128,96.827,0.826,39,1,1
rune folk,0.661233333,0.452416667,290605.6667,0.3178,0.312074833,0.231416667,-13.04383333,0.092258333,99.11116667,0.401333333,26.5,6,1
russian alternative,0.0259,0.386,202040,0.796,0,0.124,-4.76,0.0413,148.6,0.635,41,2,0
russian ccm,0.143759417,0.3755625,347365.0625,0.558145833,0.000139148,0.325845833,-7.028,0.031883333,136.9669792,0.187166667,50.95833333,0,1
russian chanson,0.502973333,0.588766667,243998.0333,0.442866667,0.075381433,0.209993333,-10.9185,0.03454,99.9109,0.5408,40.96666667,1,0
russian contemporary classical,0.622,0.443,370613,0.127,0.23,0.692,-24.033,0.0952,134.982,0.109,0,8,1
russian dance,0.00561,0.653,198095,0.945,0.915,0.439,-2.634,0.096,126.093,0.326,79,5,1
russian folk,0.771035714,0.465248918,181291.2635,0.365034091,0.067166012,0.156204545,-12.78874946,0.0595046,122.1214946,0.512509848,29.10064935,7,0
russian hip hop,0.0996,0.4615,245691.25,0.91125,0.00137,0.2595,-2.725,0.139075,166.14125,0.57325,47.5,10,0
russian jazz,0.60128,0.5933,116797,0.2929,0.000249554,0.15352,-15.5682,0.11035,122.5698,0.7334,30.4,9,0
russian metal,0.047395077,0.442192308,220299.5,0.817230769,0.000399086,0.194253846,-5.545230769,0.050188462,132.2280385,0.541769231,39.88461538,2,1
russian modern classical,0.917655239,0.362037259,396989.2485,0.19236815,0.614491859,0.212295183,-18.84145649,0.048922523,102.8359908,0.246795462,3.464067109,0,1
russian pop,0.366985222,0.549184444,259810.68,0.570517778,0.032631571,0.209466222,-10.426,0.046421556,117.3026044,0.545964444,40.07555556,7,0
russian post-punk,0.307548889,0.626177778,241792.6889,0.776911111,0.421587622,0.229662222,-9.069,0.04556,141.5706,0.7142,56.31111111,1,0
russian punk,0.289040238,0.485147619,242710.9381,0.605247619,0.02374971,0.193740952,-7.987642857,0.047525714,124.4784,0.472942857,39.34761905,7,0
